date,year,month,day,cluster_i,cluster_j,node_index
2006-06-11,2006,6,11,1,1,1
2006-06-12,2006,6,12,1,3,7
2006-06-13,2006,6,13,1,3,7
2006-06-14,2006,6,14,1,3,7
2006-06-15,2006,6,15,1,1,1
2006-06-16,2006,6,16,1,3,7
2006-06-17,2006,6,17,1,3,7
2006-06-18,2006,6,18,1,3,7
2006-06-19,2006,6,19,1,2,4
2006-06-20,2006,6,20,1,2,4
2006-06-21,2006,6,21,2,1,2
2006-06-22,2006,6,22,1,2,4
2006-06-23,2006,6,23,1,2,4
2006-06-24,2006,6,24,1,2,4
2006-06-25,2006,6,25,1,2,4
2006-06-26,2006,6,26,1,2,4
2006-06-27,2006,6,27,1,3,7
2006-06-28,2006,6,28,1,3,7
2006-06-29,2006,6,29,2,3,8
2006-06-30,2006,6,30,2,1,2
2006-07-01,2006,7,1,2,1,2
2006-07-02,2006,7,2,1,3,7
2006-07-03,2006,7,3,1,3,7
2006-07-04,2006,7,4,1,3,7
2006-07-05,2006,7,5,1,3,7
2006-07-06,2006,7,6,3,3,9
2006-07-07,2006,7,7,1,3,7
2006-07-08,2006,7,8,1,3,7
2006-07-09,2006,7,9,1,3,7
2006-07-10,2006,7,10,3,3,9
2006-07-11,2006,7,11,3,3,9
2006-07-12,2006,7,12,3,3,9
2006-07-13,2006,7,13,3,3,9
2006-07-14,2006,7,14,3,3,9
2006-07-15,2006,7,15,3,3,9
2006-07-16,2006,7,16,3,1,3
2006-07-17,2006,7,17,2,1,2
2006-07-18,2006,7,18,2,1,2
2006-07-19,2006,7,19,2,1,2
2006-07-20,2006,7,20,2,1,2
2006-07-21,2006,7,21,2,3,8
2006-07-22,2006,7,22,3,3,9
2006-07-23,2006,7,23,3,3,9
2006-07-24,2006,7,24,3,3,9
2006-07-25,2006,7,25,3,2,6
2006-07-26,2006,7,26,2,2,5
2006-07-27,2006,7,27,3,2,6
2006-07-28,2006,7,28,2,3,8
2006-07-29,2006,7,29,2,3,8
2006-07-30,2006,7,30,2,3,8
2006-07-31,2006,7,31,2,3,8
2006-08-01,2006,8,1,2,3,8
2006-08-02,2006,8,2,2,3,8
2006-08-03,2006,8,3,2,3,8
2006-08-04,2006,8,4,2,3,8
2006-08-05,2006,8,5,2,3,8
2006-08-06,2006,8,6,2,3,8
2006-08-07,2006,8,7,3,2,6
2006-08-08,2006,8,8,3,3,9
2006-08-09,2006,8,9,3,3,9
2006-08-10,2006,8,10,2,3,8
2006-08-11,2006,8,11,2,3,8
2006-08-12,2006,8,12,2,3,8
2006-08-13,2006,8,13,2,3,8
2006-08-14,2006,8,14,3,3,9
2006-08-15,2006,8,15,3,3,9
2006-08-16,2006,8,16,3,3,9
2006-08-17,2006,8,17,2,3,8
2006-08-18,2006,8,18,2,3,8
2006-08-19,2006,8,19,2,3,8
2006-08-20,2006,8,20,2,3,8
2006-08-21,2006,8,21,2,3,8
2006-08-22,2006,8,22,3,3,9
2006-08-23,2006,8,23,2,3,8
2006-08-24,2006,8,24,2,3,8
2006-08-25,2006,8,25,2,3,8
2006-08-26,2006,8,26,2,3,8
2006-08-27,2006,8,27,2,3,8
2006-08-28,2006,8,28,2,2,5
2006-08-29,2006,8,29,2,2,5
2006-08-30,2006,8,30,2,3,8
2006-08-31,2006,8,31,2,3,8
2007-06-01,2007,6,1,1,1,1
2007-06-02,2007,6,2,1,1,1
2007-06-03,2007,6,3,1,2,4
2007-06-04,2007,6,4,1,2,4
2007-06-05,2007,6,5,1,2,4
2007-06-06,2007,6,6,1,2,4
2007-06-07,2007,6,7,1,2,4
2007-06-08,2007,6,8,1,2,4
2007-06-09,2007,6,9,1,2,4
2007-06-10,2007,6,10,1,2,4
2007-06-11,2007,6,11,1,2,4
2007-06-12,2007,6,12,1,2,4
2007-06-13,2007,6,13,1,2,4
2007-06-14,2007,6,14,1,2,4
2007-06-15,2007,6,15,1,2,4
2007-06-16,2007,6,16,1,2,4
2007-06-17,2007,6,17,1,2,4
2007-06-18,2007,6,18,1,2,4
2007-06-19,2007,6,19,1,2,4
2007-06-20,2007,6,20,1,2,4
2007-06-21,2007,6,21,1,2,4
2007-06-22,2007,6,22,1,2,4
2007-06-23,2007,6,23,1,2,4
2007-06-24,2007,6,24,1,2,4
2007-06-25,2007,6,25,1,3,7
2007-06-26,2007,6,26,1,3,7
2007-06-27,2007,6,27,1,3,7
2007-06-28,2007,6,28,1,3,7
2007-06-29,2007,6,29,1,3,7
2007-06-30,2007,6,30,1,3,7
2007-07-01,2007,7,1,1,3,7
2007-07-02,2007,7,2,1,3,7
2007-07-03,2007,7,3,1,3,7
2007-07-04,2007,7,4,1,3,7
2007-07-05,2007,7,5,1,3,7
2007-07-06,2007,7,6,1,3,7
2007-07-07,2007,7,7,1,1,1
2007-07-08,2007,7,8,1,3,7
2007-07-09,2007,7,9,1,3,7
2007-07-10,2007,7,10,3,3,9
2007-07-11,2007,7,11,3,3,9
2007-07-12,2007,7,12,3,3,9
2007-07-13,2007,7,13,3,3,9
2007-07-14,2007,7,14,1,3,7
2007-07-15,2007,7,15,1,2,4
2007-07-16,2007,7,16,1,2,4
2007-07-17,2007,7,17,1,2,4
2007-07-18,2007,7,18,1,2,4
2007-07-19,2007,7,19,1,2,4
2007-07-20,2007,7,20,1,2,4
2007-07-21,2007,7,21,1,2,4
2007-07-22,2007,7,22,1,2,4
2007-07-23,2007,7,23,1,2,4
2007-07-24,2007,7,24,1,2,4
2007-07-25,2007,7,25,1,2,4
2007-07-26,2007,7,26,1,2,4
2007-07-27,2007,7,27,1,2,4
2007-07-28,2007,7,28,1,2,4
2007-07-29,2007,7,29,1,2,4
2007-07-30,2007,7,30,2,2,5
2007-07-31,2007,7,31,3,2,6
2007-08-01,2007,8,1,3,2,6
2007-08-02,2007,8,2,3,2,6
2007-08-03,2007,8,3,3,2,6
2007-08-04,2007,8,4,3,2,6
2007-08-05,2007,8,5,2,3,8
2007-08-06,2007,8,6,3,2,6
2007-08-07,2007,8,7,3,2,6
2007-08-08,2007,8,8,3,2,6
2007-08-09,2007,8,9,3,3,9
2007-08-10,2007,8,10,2,2,5
2007-08-11,2007,8,11,2,3,8
2007-08-12,2007,8,12,2,3,8
2007-08-13,2007,8,13,3,3,9
2007-08-14,2007,8,14,2,2,5
2007-08-15,2007,8,15,2,2,5
2007-08-16,2007,8,16,2,2,5
2007-08-17,2007,8,17,2,2,5
2007-08-18,2007,8,18,2,2,5
2007-08-19,2007,8,19,3,1,3
2007-08-20,2007,8,20,3,1,3
2007-08-21,2007,8,21,3,1,3
2007-08-22,2007,8,22,3,1,3
2007-08-23,2007,8,23,3,2,6
2007-08-24,2007,8,24,3,2,6
2007-08-25,2007,8,25,3,2,6
2007-08-26,2007,8,26,3,2,6
2007-08-27,2007,8,27,2,2,5
2007-08-28,2007,8,28,1,2,4
2007-08-29,2007,8,29,2,2,5
2007-08-30,2007,8,30,2,2,5
2007-08-31,2007,8,31,2,3,8
2008-06-01,2008,6,1,1,2,4
2008-06-02,2008,6,2,1,2,4
2008-06-03,2008,6,3,1,2,4
2008-06-04,2008,6,4,1,2,4
2008-06-05,2008,6,5,1,2,4
2008-06-06,2008,6,6,1,2,4
2008-06-07,2008,6,7,1,2,4
2008-06-08,2008,6,8,1,2,4
2008-06-09,2008,6,9,1,2,4
2008-06-10,2008,6,10,1,2,4
2008-06-11,2008,6,11,1,2,4
2008-06-12,2008,6,12,1,3,7
2008-06-13,2008,6,13,1,3,7
2008-06-14,2008,6,14,1,3,7
2008-06-15,2008,6,15,1,3,7
2008-06-16,2008,6,16,1,3,7
2008-06-17,2008,6,17,2,3,8
2008-06-18,2008,6,18,2,2,5
2008-06-19,2008,6,19,2,3,8
2008-06-20,2008,6,20,2,3,8
2008-06-21,2008,6,21,1,2,4
2008-06-22,2008,6,22,1,2,4
2008-06-23,2008,6,23,1,2,4
2008-06-24,2008,6,24,1,2,4
2008-06-25,2008,6,25,1,1,1
2008-06-26,2008,6,26,1,1,1
2008-06-27,2008,6,27,1,1,1
2008-06-28,2008,6,28,1,1,1
2008-06-29,2008,6,29,1,1,1
2008-06-30,2008,6,30,1,1,1
2008-07-01,2008,7,1,1,2,4
2008-07-02,2008,7,2,1,2,4
2008-07-03,2008,7,3,1,2,4
2008-07-04,2008,7,4,1,2,4
2008-07-05,2008,7,5,2,2,5
2008-07-06,2008,7,6,2,2,5
2008-07-07,2008,7,7,2,2,5
2008-07-08,2008,7,8,2,2,5
2008-07-09,2008,7,9,1,2,4
2008-07-10,2008,7,10,1,2,4
2008-07-11,2008,7,11,1,2,4
2008-07-12,2008,7,12,1,2,4
2008-07-13,2008,7,13,1,2,4
2008-07-14,2008,7,14,1,2,4
2008-07-15,2008,7,15,1,2,4
2008-07-16,2008,7,16,1,2,4
2008-07-17,2008,7,17,1,2,4
2008-07-18,2008,7,18,1,2,4
2008-07-19,2008,7,19,1,2,4
2008-07-20,2008,7,20,1,2,4
2008-07-21,2008,7,21,1,2,4
2008-07-22,2008,7,22,1,2,4
2008-07-23,2008,7,23,1,2,4
2008-07-24,2008,7,24,1,2,4
2008-07-25,2008,7,25,3,1,3
2008-07-26,2008,7,26,3,3,9
2008-07-27,2008,7,27,3,2,6
2008-07-28,2008,7,28,3,3,9
2008-07-29,2008,7,29,3,1,3
2008-07-30,2008,7,30,1,2,4
2008-07-31,2008,7,31,1,2,4
2008-08-01,2008,8,1,1,2,4
2008-08-02,2008,8,2,1,2,4
2008-08-03,2008,8,3,2,2,5
2008-08-04,2008,8,4,2,2,5
2008-08-05,2008,8,5,2,2,5
2008-08-06,2008,8,6,2,2,5
2008-08-07,2008,8,7,2,2,5
2008-08-08,2008,8,8,2,2,5
2008-08-09,2008,8,9,1,2,4
2008-08-10,2008,8,10,1,2,4
2008-08-11,2008,8,11,1,2,4
2008-08-12,2008,8,12,1,2,4
2008-08-13,2008,8,13,1,2,4
2008-08-14,2008,8,14,1,2,4
2008-08-15,2008,8,15,2,1,2
2008-08-16,2008,8,16,2,1,2
2008-08-17,2008,8,17,2,1,2
2008-08-18,2008,8,18,2,1,2
2008-08-19,2008,8,19,1,2,4
2008-08-20,2008,8,20,1,2,4
2008-08-21,2008,8,21,1,2,4
2008-08-22,2008,8,22,1,2,4
2008-08-23,2008,8,23,1,2,4
2008-08-24,2008,8,24,1,2,4
2008-08-25,2008,8,25,1,2,4
2008-08-26,2008,8,26,1,2,4
2008-08-27,2008,8,27,1,2,4
2008-08-28,2008,8,28,1,2,4
2008-08-29,2008,8,29,1,2,4
2008-08-30,2008,8,30,1,2,4
2008-08-31,2008,8,31,1,2,4
2009-06-01,2009,6,1,1,3,7
2009-06-02,2009,6,2,3,3,9
2009-06-03,2009,6,3,3,3,9
2009-06-04,2009,6,4,3,3,9
2009-06-05,2009,6,5,3,3,9
2009-06-06,2009,6,6,3,3,9
2009-06-07,2009,6,7,1,3,7
2009-06-08,2009,6,8,1,3,7
2009-06-09,2009,6,9,1,3,7
2009-06-10,2009,6,10,1,3,7
2009-06-11,2009,6,11,1,3,7
2009-06-12,2009,6,12,1,3,7
2009-06-13,2009,6,13,1,3,7
2009-06-14,2009,6,14,1,3,7
2009-06-15,2009,6,15,1,3,7
2009-06-16,2009,6,16,3,1,3
2009-06-17,2009,6,17,3,1,3
2009-06-18,2009,6,18,1,3,7
2009-06-19,2009,6,19,1,3,7
2009-06-20,2009,6,20,1,3,7
2009-06-21,2009,6,21,1,3,7
2009-06-22,2009,6,22,1,3,7
2009-06-23,2009,6,23,1,3,7
2009-06-24,2009,6,24,1,3,7
2009-06-25,2009,6,25,2,2,5
2009-06-26,2009,6,26,2,2,5
2009-06-27,2009,6,27,1,2,4
2009-06-28,2009,6,28,1,2,4
2009-06-29,2009,6,29,1,2,4
2009-06-30,2009,6,30,1,2,4
2009-07-01,2009,7,1,1,1,1
2009-07-02,2009,7,2,1,3,7
2009-07-03,2009,7,3,1,3,7
2009-07-04,2009,7,4,1,3,7
2009-07-05,2009,7,5,1,3,7
2009-07-06,2009,7,6,2,1,2
2009-07-07,2009,7,7,2,1,2
2009-07-08,2009,7,8,2,1,2
2009-07-09,2009,7,9,2,1,2
2009-07-10,2009,7,10,2,1,2
2009-07-11,2009,7,11,2,1,2
2009-07-12,2009,7,12,3,2,6
2009-07-13,2009,7,13,2,1,2
2009-07-14,2009,7,14,2,1,2
2009-07-15,2009,7,15,3,2,6
2009-07-16,2009,7,16,3,2,6
2009-07-17,2009,7,17,3,3,9
2009-07-18,2009,7,18,3,3,9
2009-07-19,2009,7,19,2,2,5
2009-07-20,2009,7,20,2,2,5
2009-07-21,2009,7,21,2,2,5
2009-07-22,2009,7,22,2,3,8
2009-07-23,2009,7,23,2,3,8
2009-07-24,2009,7,24,2,3,8
2009-07-25,2009,7,25,2,3,8
2009-07-26,2009,7,26,2,3,8
2009-07-27,2009,7,27,2,3,8
2009-07-28,2009,7,28,2,3,8
2009-07-29,2009,7,29,2,3,8
2009-07-30,2009,7,30,2,3,8
2009-07-31,2009,7,31,2,3,8
2009-08-01,2009,8,1,3,3,9
2009-08-02,2009,8,2,3,3,9
2009-08-03,2009,8,3,3,3,9
2009-08-04,2009,8,4,3,3,9
2009-08-05,2009,8,5,3,3,9
2009-08-06,2009,8,6,3,3,9
2009-08-07,2009,8,7,3,3,9
2009-08-08,2009,8,8,3,3,9
2009-08-09,2009,8,9,3,3,9
2009-08-10,2009,8,10,3,3,9
2009-08-11,2009,8,11,1,3,7
2009-08-12,2009,8,12,1,1,1
2009-08-13,2009,8,13,1,1,1
2009-08-14,2009,8,14,2,1,2
2009-08-15,2009,8,15,2,1,2
2009-08-16,2009,8,16,2,1,2
2009-08-17,2009,8,17,2,2,5
2009-08-18,2009,8,18,2,2,5
2009-08-19,2009,8,19,2,2,5
2009-08-20,2009,8,20,2,2,5
2009-08-21,2009,8,21,2,3,8
2009-08-22,2009,8,22,2,2,5
2009-08-23,2009,8,23,3,2,6
2009-08-24,2009,8,24,3,2,6
2009-08-25,2009,8,25,2,3,8
2009-08-26,2009,8,26,3,2,6
2009-08-27,2009,8,27,3,2,6
2009-08-28,2009,8,28,3,2,6
2009-08-29,2009,8,29,3,2,6
2009-08-30,2009,8,30,2,3,8
2009-08-31,2009,8,31,2,3,8
2010-06-01,2010,6,1,1,2,4
2010-06-02,2010,6,2,1,2,4
2010-06-03,2010,6,3,1,2,4
2010-06-04,2010,6,4,1,2,4
2010-06-05,2010,6,5,1,2,4
2010-06-06,2010,6,6,1,2,4
2010-06-07,2010,6,7,1,2,4
2010-06-08,2010,6,8,1,2,4
2010-06-09,2010,6,9,1,2,4
2010-06-10,2010,6,10,1,2,4
2010-06-11,2010,6,11,1,2,4
2010-06-12,2010,6,12,1,2,4
2010-06-13,2010,6,13,1,2,4
2010-06-14,2010,6,14,1,2,4
2010-06-15,2010,6,15,1,2,4
2010-06-16,2010,6,16,1,2,4
2010-06-17,2010,6,17,1,2,4
2010-06-18,2010,6,18,1,2,4
2010-06-19,2010,6,19,1,2,4
2010-06-20,2010,6,20,1,2,4
2010-06-21,2010,6,21,1,2,4
2010-06-22,2010,6,22,1,2,4
2010-06-23,2010,6,23,1,2,4
2010-06-24,2010,6,24,1,2,4
2010-06-25,2010,6,25,1,2,4
2010-06-26,2010,6,26,1,2,4
2010-06-27,2010,6,27,1,2,4
2010-06-28,2010,6,28,1,2,4
2010-06-29,2010,6,29,1,2,4
2010-06-30,2010,6,30,1,2,4
2010-07-01,2010,7,1,1,2,4
2010-07-02,2010,7,2,1,2,4
2010-07-03,2010,7,3,1,2,4
2010-07-04,2010,7,4,1,2,4
2010-07-05,2010,7,5,1,2,4
2010-07-06,2010,7,6,1,1,1
2010-07-07,2010,7,7,2,1,2
2010-07-08,2010,7,8,1,1,1
2010-07-09,2010,7,9,1,1,1
2010-07-10,2010,7,10,2,1,2
2010-07-11,2010,7,11,2,1,2
2010-07-12,2010,7,12,2,1,2
2010-07-13,2010,7,13,1,2,4
2010-07-14,2010,7,14,2,1,2
2010-07-15,2010,7,15,1,2,4
2010-07-16,2010,7,16,1,2,4
2010-07-17,2010,7,17,1,2,4
2010-07-18,2010,7,18,1,2,4
2010-07-19,2010,7,19,1,2,4
2010-07-20,2010,7,20,1,2,4
2010-07-21,2010,7,21,1,2,4
2010-07-22,2010,7,22,1,2,4
2010-07-23,2010,7,23,1,2,4
2010-07-24,2010,7,24,1,2,4
2010-07-25,2010,7,25,1,2,4
2010-07-26,2010,7,26,1,2,4
2010-07-27,2010,7,27,1,2,4
2010-07-28,2010,7,28,1,2,4
2010-07-29,2010,7,29,1,2,4
2010-07-30,2010,7,30,1,2,4
2010-07-31,2010,7,31,1,2,4
2010-08-01,2010,8,1,1,2,4
2010-08-02,2010,8,2,2,2,5
2010-08-03,2010,8,3,2,3,8
2010-08-04,2010,8,4,3,2,6
2010-08-05,2010,8,5,3,2,6
2010-08-06,2010,8,6,3,2,6
2010-08-07,2010,8,7,3,2,6
2010-08-08,2010,8,8,3,2,6
2010-08-09,2010,8,9,1,2,4
2010-08-10,2010,8,10,1,2,4
2010-08-11,2010,8,11,1,2,4
2010-08-12,2010,8,12,1,2,4
2010-08-13,2010,8,13,2,1,2
2010-08-14,2010,8,14,1,2,4
2010-08-15,2010,8,15,1,2,4
2010-08-16,2010,8,16,1,2,4
2010-08-17,2010,8,17,1,2,4
2010-08-18,2010,8,18,1,2,4
2010-08-19,2010,8,19,1,2,4
2010-08-20,2010,8,20,1,2,4
2010-08-21,2010,8,21,1,2,4
2010-08-22,2010,8,22,1,2,4
2010-08-23,2010,8,23,1,2,4
2010-08-24,2010,8,24,1,2,4
2010-08-25,2010,8,25,3,2,6
2010-08-26,2010,8,26,3,2,6
2010-08-27,2010,8,27,3,2,6
2010-08-28,2010,8,28,3,2,6
2010-08-29,2010,8,29,3,2,6
2010-08-30,2010,8,30,2,2,5
2010-08-31,2010,8,31,3,2,6
2011-06-01,2011,6,1,1,3,7
2011-06-02,2011,6,2,1,2,4
2011-06-03,2011,6,3,1,2,4
2011-06-04,2011,6,4,1,2,4
2011-06-05,2011,6,5,1,2,4
2011-06-06,2011,6,6,1,2,4
2011-06-07,2011,6,7,1,2,4
2011-06-08,2011,6,8,1,2,4
2011-06-09,2011,6,9,1,3,7
2011-06-10,2011,6,10,1,3,7
2011-06-11,2011,6,11,1,3,7
2011-06-12,2011,6,12,3,1,3
2011-06-13,2011,6,13,3,1,3
2011-06-14,2011,6,14,1,3,7
2011-06-15,2011,6,15,1,3,7
2011-06-16,2011,6,16,1,3,7
2011-06-17,2011,6,17,1,3,7
2011-06-18,2011,6,18,1,3,7
2011-06-19,2011,6,19,1,3,7
2011-06-20,2011,6,20,2,1,2
2011-06-21,2011,6,21,2,1,2
2011-06-22,2011,6,22,2,1,2
2011-06-23,2011,6,23,2,1,2
2011-06-24,2011,6,24,2,1,2
2011-06-25,2011,6,25,3,1,3
2011-06-26,2011,6,26,2,1,2
2011-06-27,2011,6,27,2,2,5
2011-06-28,2011,6,28,1,2,4
2011-06-29,2011,6,29,1,2,4
2011-06-30,2011,6,30,1,2,4
2011-07-01,2011,7,1,1,3,7
2011-07-02,2011,7,2,1,3,7
2011-07-03,2011,7,3,1,3,7
2011-07-04,2011,7,4,1,2,4
2011-07-05,2011,7,5,1,2,4
2011-07-06,2011,7,6,2,2,5
2011-07-07,2011,7,7,2,2,5
2011-07-08,2011,7,8,2,2,5
2011-07-09,2011,7,9,2,2,5
2011-07-10,2011,7,10,3,2,6
2011-07-11,2011,7,11,2,2,5
2011-07-12,2011,7,12,2,2,5
2011-07-13,2011,7,13,2,2,5
2011-07-14,2011,7,14,1,2,4
2011-07-15,2011,7,15,1,2,4
2011-07-16,2011,7,16,2,2,5
2011-07-17,2011,7,17,1,2,4
2011-07-18,2011,7,18,1,2,4
2011-07-19,2011,7,19,1,3,7
2011-07-20,2011,7,20,1,3,7
2011-07-21,2011,7,21,1,3,7
2011-07-22,2011,7,22,3,2,6
2011-07-23,2011,7,23,2,3,8
2011-07-24,2011,7,24,2,3,8
2011-07-25,2011,7,25,3,2,6
2011-07-26,2011,7,26,3,2,6
2011-07-27,2011,7,27,2,3,8
2011-07-28,2011,7,28,2,2,5
2011-07-29,2011,7,29,2,2,5
2011-07-30,2011,7,30,2,3,8
2011-07-31,2011,7,31,2,3,8
2011-08-01,2011,8,1,2,3,8
2011-08-02,2011,8,2,2,3,8
2011-08-03,2011,8,3,2,3,8
2011-08-04,2011,8,4,2,3,8
2011-08-05,2011,8,5,3,3,9
2011-08-06,2011,8,6,3,3,9
2011-08-07,2011,8,7,3,3,9
2011-08-08,2011,8,8,3,3,9
2011-08-09,2011,8,9,3,3,9
2011-08-10,2011,8,10,3,2,6
2011-08-11,2011,8,11,1,3,7
2011-08-12,2011,8,12,1,2,4
2011-08-13,2011,8,13,1,2,4
2011-08-14,2011,8,14,1,2,4
2011-08-15,2011,8,15,1,2,4
2011-08-16,2011,8,16,2,1,2
2011-08-17,2011,8,17,2,1,2
2011-08-18,2011,8,18,2,1,2
2011-08-19,2011,8,19,2,2,5
2011-08-20,2011,8,20,2,1,2
2011-08-21,2011,8,21,2,3,8
2011-08-22,2011,8,22,2,3,8
2011-08-23,2011,8,23,3,2,6
2011-08-24,2011,8,24,3,2,6
2011-08-25,2011,8,25,3,2,6
2011-08-26,2011,8,26,1,2,4
2011-08-27,2011,8,27,2,2,5
2011-08-28,2011,8,28,2,2,5
2011-08-29,2011,8,29,3,3,9
2011-08-30,2011,8,30,3,3,9
2011-08-31,2011,8,31,2,3,8
2012-06-01,2012,6,1,3,1,3
2012-06-02,2012,6,2,3,1,3
2012-06-03,2012,6,3,1,3,7
2012-06-04,2012,6,4,1,3,7
2012-06-05,2012,6,5,1,3,7
2012-06-06,2012,6,6,1,3,7
2012-06-07,2012,6,7,1,3,7
2012-06-08,2012,6,8,1,3,7
2012-06-09,2012,6,9,1,3,7
2012-06-10,2012,6,10,1,3,7
2012-06-11,2012,6,11,1,3,7
2012-06-12,2012,6,12,1,3,7
2012-06-13,2012,6,13,3,1,3
2012-06-14,2012,6,14,1,3,7
2012-06-15,2012,6,15,3,3,9
2012-06-16,2012,6,16,1,3,7
2012-06-17,2012,6,17,2,2,5
2012-06-18,2012,6,18,3,3,9
2012-06-19,2012,6,19,1,3,7
2012-06-20,2012,6,20,1,3,7
2012-06-21,2012,6,21,1,3,7
2012-06-22,2012,6,22,1,3,7
2012-06-23,2012,6,23,1,3,7
2012-06-24,2012,6,24,1,3,7
2012-06-25,2012,6,25,1,3,7
2012-06-26,2012,6,26,1,3,7
2012-06-27,2012,6,27,3,1,3
2012-06-28,2012,6,28,3,1,3
2012-06-29,2012,6,29,3,1,3
2012-06-30,2012,6,30,1,3,7
2012-07-01,2012,7,1,2,1,2
2012-07-02,2012,7,2,1,2,4
2012-07-03,2012,7,3,1,2,4
2012-07-04,2012,7,4,1,2,4
2012-07-05,2012,7,5,1,2,4
2012-07-06,2012,7,6,1,2,4
2012-07-07,2012,7,7,1,2,4
2012-07-08,2012,7,8,1,2,4
2012-07-09,2012,7,9,1,2,4
2012-07-10,2012,7,10,1,2,4
2012-07-11,2012,7,11,1,2,4
2012-07-12,2012,7,12,1,2,4
2012-07-13,2012,7,13,1,2,4
2012-07-14,2012,7,14,1,2,4
2012-07-15,2012,7,15,1,2,4
2012-07-16,2012,7,16,1,2,4
2012-07-17,2012,7,17,2,1,2
2012-07-18,2012,7,18,2,1,2
2012-07-19,2012,7,19,2,1,2
2012-07-20,2012,7,20,2,3,8
2012-07-21,2012,7,21,2,3,8
2012-07-22,2012,7,22,3,3,9
2012-07-23,2012,7,23,3,2,6
2012-07-24,2012,7,24,2,3,8
2012-07-25,2012,7,25,2,3,8
2012-07-26,2012,7,26,2,3,8
2012-07-27,2012,7,27,2,3,8
2012-07-28,2012,7,28,2,3,8
2012-07-29,2012,7,29,3,3,9
2012-07-30,2012,7,30,3,3,9
2012-07-31,2012,7,31,3,3,9
2012-08-01,2012,8,1,3,3,9
2012-08-02,2012,8,2,3,3,9
2012-08-03,2012,8,3,2,3,8
2012-08-04,2012,8,4,3,3,9
2012-08-05,2012,8,5,2,3,8
2012-08-06,2012,8,6,2,3,8
2012-08-07,2012,8,7,2,3,8
2012-08-08,2012,8,8,2,3,8
2012-08-09,2012,8,9,2,3,8
2012-08-10,2012,8,10,2,3,8
2012-08-11,2012,8,11,2,3,8
2012-08-12,2012,8,12,2,3,8
2012-08-13,2012,8,13,2,3,8
2012-08-14,2012,8,14,3,2,6
2012-08-15,2012,8,15,3,2,6
2012-08-16,2012,8,16,3,2,6
2012-08-17,2012,8,17,2,3,8
2012-08-18,2012,8,18,2,3,8
2012-08-19,2012,8,19,2,2,5
2012-08-20,2012,8,20,2,2,5
2012-08-21,2012,8,21,3,2,6
2012-08-22,2012,8,22,3,2,6
2012-08-23,2012,8,23,3,3,9
2012-08-24,2012,8,24,3,3,9
2012-08-25,2012,8,25,2,3,8
2012-08-26,2012,8,26,2,3,8
2012-08-27,2012,8,27,2,3,8
2012-08-28,2012,8,28,1,2,4
2012-08-29,2012,8,29,2,2,5
2012-08-30,2012,8,30,2,3,8
2012-08-31,2012,8,31,2,3,8
2013-06-01,2013,6,1,1,3,7
2013-06-02,2013,6,2,1,3,7
2013-06-03,2013,6,3,1,3,7
2013-06-04,2013,6,4,1,3,7
2013-06-05,2013,6,5,1,3,7
2013-06-06,2013,6,6,1,3,7
2013-06-07,2013,6,7,1,3,7
2013-06-08,2013,6,8,1,3,7
2013-06-09,2013,6,9,1,3,7
2013-06-10,2013,6,10,1,2,4
2013-06-11,2013,6,11,1,3,7
2013-06-12,2013,6,12,1,2,4
2013-06-13,2013,6,13,1,3,7
2013-06-14,2013,6,14,1,3,7
2013-06-15,2013,6,15,1,3,7
2013-06-16,2013,6,16,1,1,1
2013-06-17,2013,6,17,1,3,7
2013-06-18,2013,6,18,3,1,3
2013-06-19,2013,6,19,3,1,3
2013-06-20,2013,6,20,3,1,3
2013-06-21,2013,6,21,3,1,3
2013-06-22,2013,6,22,1,3,7
2013-06-23,2013,6,23,1,3,7
2013-06-24,2013,6,24,1,3,7
2013-06-25,2013,6,25,1,3,7
2013-06-26,2013,6,26,1,3,7
2013-06-27,2013,6,27,1,3,7
2013-06-28,2013,6,28,1,3,7
2013-06-29,2013,6,29,1,1,1
2013-06-30,2013,6,30,2,2,5
2013-07-01,2013,7,1,2,2,5
2013-07-02,2013,7,2,1,2,4
2013-07-03,2013,7,3,1,2,4
2013-07-04,2013,7,4,1,2,4
2013-07-05,2013,7,5,1,2,4
2013-07-06,2013,7,6,1,2,4
2013-07-07,2013,7,7,1,2,4
2013-07-08,2013,7,8,1,2,4
2013-07-09,2013,7,9,1,2,4
2013-07-10,2013,7,10,1,2,4
2013-07-11,2013,7,11,1,2,4
2013-07-12,2013,7,12,1,2,4
2013-07-13,2013,7,13,1,2,4
2013-07-14,2013,7,14,1,2,4
2013-07-15,2013,7,15,1,2,4
2013-07-16,2013,7,16,2,2,5
2013-07-17,2013,7,17,2,3,8
2013-07-18,2013,7,18,3,3,9
2013-07-19,2013,7,19,3,3,9
2013-07-20,2013,7,20,1,3,7
2013-07-21,2013,7,21,1,2,4
2013-07-22,2013,7,22,1,2,4
2013-07-23,2013,7,23,2,2,5
2013-07-24,2013,7,24,2,2,5
2013-07-25,2013,7,25,1,3,7
2013-07-26,2013,7,26,1,3,7
2013-07-27,2013,7,27,1,3,7
2013-07-28,2013,7,28,1,3,7
2013-07-29,2013,7,29,1,3,7
2013-07-30,2013,7,30,1,3,7
2013-07-31,2013,7,31,1,3,7
2013-08-01,2013,8,1,3,1,3
2013-08-02,2013,8,2,1,1,1
2013-08-03,2013,8,3,1,1,1
